<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.11.05	13:00:00	1503.97	1505.33	1501.75	1503.78	4454	0	7
2019.11.05	14:00:00	1503.80	1503.89	1498.67	1499.75	6010	0	8
2019.11.05	15:00:00	1499.74	1501.16	1490.22	1491.58	8640	0	7
2019.11.05	16:00:00	1491.56	1495.17	1490.53	1494.24	7180	0	8
2019.11.05	17:00:00	1494.41	1494.41	1485.12	1485.77	9679	0	7
2019.11.05	18:00:00	1485.77	1486.54	1480.69	1481.49	8668	0	7
2019.11.05	19:00:00	1481.50	1484.33	1481.49	1483.39	5087	0	8
2019.11.05	20:00:00	1483.39	1484.01	1479.35	1482.01	4052	0	7
2019.11.05	21:00:00	1482.02	1484.40	1481.92	1483.66	2254	0	7
2019.11.05	22:00:00	1483.63	1485.23	1483.46	1484.72	3304	0	12
2019.11.05	23:00:00	1484.69	1485.07	1483.24	1483.33	916	0	14
2019.11.06	01:00:00	1483.33	1484.91	1482.23	1484.39	1255	0	12
2019.11.06	02:00:00	1484.39	1486.07	1483.77	1485.97	1716	0	13
2019.11.06	03:00:00	1485.97	1487.32	1485.37	1486.70	3007	0	9
2019.11.06	04:00:00	1486.70	1486.94	1485.77	1486.11	1531	0	13
2019.11.06	05:00:00	1486.05	1487.31	1485.81	1486.84	1416	0	11
2019.11.06	06:00:00	1486.86	1487.14	1485.69	1485.76	959	0	13
2019.11.06	07:00:00	1485.76	1486.19	1483.82	1484.29	2253	0	11
2019.11.06	08:00:00	1484.29	1486.17	1483.79	1485.84	2254	0	11
2019.11.06	09:00:00	1485.82	1486.87	1485.15	1485.92	2130	0	10
2019.11.06	10:00:00	1485.92	1486.75	1484.06	1486.64	4284	0	7
2019.11.06	11:00:00	1486.56	1488.77	1486.02	1488.73	3617	0	7
2019.11.06	12:00:00	1488.73	1488.78	1485.92	1486.00	4046	0	9
2019.11.06	13:00:00	1485.98	1486.87	1484.68	1485.62	4111	0	10
2019.11.06	14:00:00	1485.63	1486.04	1482.95	1485.38	5600	0	9
2019.11.06	15:00:00	1485.39	1489.81	1485.03	1488.97	5630	0	11
2019.11.06	16:00:00	1488.97	1489.41	1486.28	1487.19	5697	0	7
2019.11.06	17:00:00	1487.17	1489.07	1485.99	1488.65	3987	0	7
2019.11.06	18:00:00	1488.65	1494.17	1485.53	1492.75	5030	0	7
2019.11.06	19:00:00	1492.75	1493.39	1489.46	1489.66	4252	0	9
2019.11.06	20:00:00	1489.62	1491.87	1489.54	1490.42	2996	0	10
2019.11.06	21:00:00	1490.44	1492.65	1490.39	1490.97	2244	0	7
2019.11.06	22:00:00	1490.91	1491.66	1490.65	1491.14	1822	0	12
2019.11.06	23:00:00	1491.15	1491.32	1489.88	1490.26	676	0	12
2019.11.07	01:00:00	1489.89	1490.85	1489.37	1490.22	701	0	16
2019.11.07	02:00:00	1490.23	1490.83	1489.99	1490.52	1143	0	11
2019.11.07	03:00:00	1490.52	1491.97	1489.82	1491.19	2513	0	11
2019.11.07	04:00:00	1491.19	1491.87	1490.19	1490.85	2225	0	12
2019.11.07	05:00:00	1490.85	1491.56	1490.77	1491.35	1840	0	13
2019.11.07	06:00:00	1491.35	1491.58	1490.85	1491.18	651	0	16
2019.11.07	07:00:00	1491.18	1491.47	1490.45	1490.92	903	0	11
2019.11.07	08:00:00	1490.92	1491.93	1490.51	1491.65	1539	0	13
2019.11.07	09:00:00	1491.68	1492.25	1484.66	1486.93	6406	0	9
2019.11.07	10:00:00	1486.95	1488.16	1485.77	1487.20	4148	0	9
2019.11.07	11:00:00	1487.18	1487.25	1484.81	1485.73	5593	0	7
2019.11.07	12:00:00	1485.76	1485.84	1481.82	1482.15	6328	0	8
2019.11.07	13:00:00	1482.15	1484.09	1481.03	1483.52	6411	0	8
2019.11.07	14:00:00	1483.50	1485.83	1482.70	1484.55	5382	0	9
2019.11.07	15:00:00	1484.60	1486.41	1481.33	1484.78	7200	0	9
2019.11.07	16:00:00	1484.78	1488.13	1483.05	1484.15	6134	0	9
2019.11.07	17:00:00	1484.18	1484.60	1467.96	1469.68	9275	0	7
2019.11.07	18:00:00	1469.69	1471.49	1461.41	1461.43	9029	0	7
2019.11.07	19:00:00	1461.43	1465.58	1460.50	1463.54	6875	0	9
2019.11.07	20:00:00	1463.53	1466.95	1463.32	1465.30	5109	0	7
2019.11.07	21:00:00	1465.27	1469.59	1464.16	1467.73	4865	0	7
2019.11.07	22:00:00	1467.72	1471.10	1467.47	1467.85	5426	0	7
2019.11.07	23:00:00	1467.95	1468.83	1467.34	1468.46	870	0	12
2019.11.08	01:00:00	1468.46	1468.82	1467.13	1468.62	1077	0	12
2019.11.08	02:00:00	1468.53	1469.51	1465.66	1468.99	3009	0	9
2019.11.08	03:00:00	1468.99	1469.35	1466.02	1467.31	4433	0	9
2019.11.08	04:00:00	1467.21	1469.45	1466.91	1468.37	2172	0	8
2019.11.08	05:00:00	1468.35	1469.26	1468.15	1469.13	1337	0	12
2019.11.08	06:00:00	1469.13	1469.25	1468.40	1469.09	969	0	13
2019.11.08	07:00:00	1469.09	1469.69	1468.08	1468.75	1567	0	7
2019.11.08	08:00:00	1468.75	1470.95	1468.59	1470.21	2169	0	11
2019.11.08	09:00:00	1470.21	1471.72	1468.30	1471.60	5022	0	9
2019.11.08	10:00:00	1471.63	1472.91	1470.01	1470.51	4266	0	9
2019.11.08	11:00:00	1470.46	1470.54	1465.87	1465.88	4530	0	8
2019.11.08	12:00:00	1465.87	1467.26	1465.40	1466.42	3013	0	8
2019.11.08	13:00:00	1466.42	1466.54	1462.14	1462.23	4589	0	9
2019.11.08	14:00:00	1462.22	1462.82	1456.16	1458.25	7264	0	8
2019.11.08	15:00:00	1458.24	1461.69	1457.42	1459.66	6860	0	8
2019.11.08	16:00:00	1459.69	1466.75	1458.56	1465.65	6734	0	9
2019.11.08	17:00:00	1465.92	1468.17	1462.93	1466.75	8119	0	8
2019.11.08	18:00:00	1466.76	1468.25	1464.25	1464.76	4774	0	8
2019.11.08	19:00:00	1464.79	1464.79	1460.53	1461.71	3690	0	9
2019.11.08	20:00:00	1461.71	1463.66	1460.85	1462.75	2629	0	10
2019.11.08	21:00:00	1462.75	1463.01	1461.28	1461.88	2291	0	14
2019.11.08	22:00:00	1461.89	1462.08	1458.47	1458.49	2011	0	11
2019.11.08	23:00:00	1458.54	1458.81	1457.71	1458.67	1090	0	8
2019.11.11	01:00:00	1458.82	1461.08	1458.22	1460.99	1355	0	13
2019.11.11	02:00:00	1461.00	1461.74	1460.13	1461.63	1065	0	12
2019.11.11	03:00:00	1461.67	1463.75	1461.63	1462.81	2082	0	7
2019.11.11	04:00:00	1462.81	1463.47	1462.01	1462.67	1964	0	9
2019.11.11	05:00:00	1462.67	1462.92	1461.35	1461.71	1398	0	9
2019.11.11	06:00:00	1461.70	1462.51	1461.70	1462.44	793	0	14
2019.11.11	07:00:00	1462.44	1463.26	1462.19	1462.46	1446	0	15
2019.11.11	08:00:00	1462.35	1463.85	1461.83	1463.59	3072	0	8
2019.11.11	09:00:00	1463.59	1465.19	1462.95	1464.75	3018	0	8
2019.11.11	10:00:00	1464.75	1465.58	1462.55	1464.76	4280	0	9
2019.11.11	11:00:00	1464.75	1465.94	1464.37	1465.75	2663	0	12
2019.11.11	12:00:00	1465.76	1466.40	1465.28	1465.48	2056	0	14
2019.11.11	13:00:00	1465.47	1465.67	1463.94	1464.46	2502	0	10
2019.11.11	14:00:00	1464.47	1465.15	1462.31	1462.51	3491	0	9
2019.11.11	15:00:00	1462.49	1463.23	1459.88	1460.78	5609	0	10
2019.11.11	16:00:00	1460.77	1462.70	1459.52	1459.58	5684	0	7
2019.11.11	17:00:00	1459.56	1459.60	1448.19	1448.99	8429	0	7
2019.11.11	18:00:00	1448.98	1456.15	1448.83	1454.77	4554	0	9
2019.11.11	19:00:00	1454.77	1456.69	1454.43	1455.81	2102	0	10
2019.11.11	20:00:00	1455.81	1457.79	1455.67	1456.81	1598	0	10
2019.11.11	21:00:00	1456.81	1457.30	1456.20	1456.23	1292	0	12
2019.11.11	22:00:00	1456.23	1457.14	1454.83	1454.90	1325	0	13
2019.11.11	23:00:00	1454.83	1455.89	1454.83	1455.89	601	0	15
2019.11.12	01:00:00	1455.92	1455.92	1454.11	1455.63	718	0	14
2019.11.12	02:00:00	1455.63	1456.93	1455.31	1455.37	1231	0	12
2019.11.12	03:00:00	1455.37	1456.95	1454.97	1455.99	1974	0	12
2019.11.12	04:00:00	1455.76	1456.47	1455.37	1455.64	1388	0	14
2019.11.12	05:00:00	1455.67	1456.54	1454.77	1456.41	1408	0	11
2019.11.12	06:00:00	1456.41	1456.76	1456.00	1456.05	627	0	15
2019.11.12	07:00:00	1456.05	1456.35	1452.19	1452.59	2090	0	11
2019.11.12	08:00:00	1452.65	1453.75	1448.82	1451.15	4372	0	10
2019.11.12	09:00:00	1451.15	1453.09	1450.08	1452.31	5038	0	12
2019.11.12	10:00:00	1452.40	1453.50	1449.49	1452.85	6070	0	13
2019.11.12	11:00:00	1452.86	1456.25	1452.43	1455.85	3919	0	10
2019.11.12	12:00:00	1455.85	1456.02	1453.90	1454.46	4132	0	9
2019.11.12	13:00:00	1454.44	1454.51	1451.10	1452.47	5445	0	9
2019.11.12	14:00:00	1452.48	1454.64	1452.40	1454.13	3027	0	12
2019.11.12	15:00:00	1454.13	1454.70	1450.06	1454.53	7270	0	7
2019.11.12	16:00:00	1454.53	1455.51	1452.04	1452.11	6329	0	8
2019.11.12	17:00:00	1452.09	1453.75	1445.61	1451.91	8578	0	8
2019.11.12	18:00:00	1451.91	1455.17	1450.30	1453.55	6198	0	9
2019.11.12	19:00:00	1453.53	1455.41	1451.62	1453.87	4670	0	7
2019.11.12	20:00:00	1453.92	1456.04	1452.55	1452.88	3424	0	11
2019.11.12	21:00:00	1452.90	1460.36	1452.87	1459.40	5376	0	10
2019.11.12	22:00:00	1459.32	1459.39	1457.14	1458.65	3780	0	9
2019.11.12	23:00:00	1458.61	1459.17	1455.84	1456.28	1153	0	16
2019.11.13	01:00:00	1456.28	1458.62	1455.27	1458.31	1089	0	16
2019.11.13	02:00:00	1458.31	1459.55	1457.87	1458.86	1199	0	10
2019.11.13	03:00:00	1458.86	1459.00	1457.16	1457.91	3027	0	12
2019.11.13	04:00:00	1457.91	1458.57	1457.63	1458.29	1614	0	11
2019.11.13	05:00:00	1458.25	1458.68	1457.59	1458.59	1203	0	15
2019.11.13	06:00:00	1458.65	1460.88	1458.65	1460.14	1362	0	7
2019.11.13	07:00:00	1460.17	1461.65	1459.74	1461.25	1977	0	12
2019.11.13	08:00:00	1461.25	1463.09	1460.94	1461.63	2294	0	9
2019.11.13	09:00:00	1461.63	1462.94	1460.27	1460.65	3150	0	10
2019.11.13	10:00:00	1460.65	1461.19	1457.78	1461.14	6041	0	8
2019.11.13	11:00:00	1461.14	1466.39	1460.92	1465.87	6066	0	8
2019.11.13	12:00:00	1465.91	1465.96	1463.18	1463.66	4617	0	12
2019.11.13	13:00:00	1463.66	1466.23	1463.49	1464.77	4490	0	11
2019.11.13	14:00:00	1464.77	1466.73	1464.36	1464.75	4526	0	8
2019.11.13	15:00:00	1464.76	1464.81	1461.55	1461.79	7569	0	9
2019.11.13	16:00:00	1461.76	1464.86	1460.36	1462.82	6863	0	10
2019.11.13	17:00:00	1462.74	1465.70	1462.13	1465.43	6373	0	10
2019.11.13	18:00:00	1465.41	1466.04	1462.21	1462.21	4995	0	12
2019.11.13	19:00:00	1462.21	1462.99	1460.78	1460.90	3496	0	11
2019.11.13	20:00:00	1460.89	1464.67	1460.88	1463.36	3419	0	7
2019.11.13	21:00:00	1463.36	1467.04	1463.15	1463.55	4567	0	9
2019.11.13	22:00:00	1463.61	1464.32	1462.46	1464.32	3188	0	14
2019.11.13	23:00:00	1464.31	1464.47	1461.99	1463.12	980	0	11
2019.11.14	01:00:00	1463.12	1464.46	1462.19	1463.57	754	0	10
2019.11.14	02:00:00	1463.57	1464.70	1463.37	1464.39	1222	0	12
2019.11.14	03:00:00	1464.43	1464.43	1461.11	1461.65	2662	0	12
2019.11.14	04:00:00	1461.71	1463.47	1461.67	1462.89	2110	0	12
2019.11.14	05:00:00	1462.93	1464.55	1462.83	1464.11	1481	0	10
2019.11.14	06:00:00	1464.15	1465.13	1464.15	1464.77	845	0	14
2019.11.14	07:00:00	1464.77	1465.88	1464.11	1465.77	1385	0	11
2019.11.14	08:00:00	1465.83	1466.54	1465.12	1465.33	1709	0	13
2019.11.14	09:00:00	1465.23	1467.84	1464.01	1466.44	4159	0	7
2019.11.14	10:00:00	1466.46	1470.48	1465.87	1469.65	5406	0	8
2019.11.14	11:00:00	1469.65	1470.51	1468.60	1469.65	5754	0	10
2019.11.14	12:00:00	1469.65	1469.70	1467.36	1468.30	4731	0	12
2019.11.14	13:00:00	1468.27	1468.90	1467.49	1467.59	3778	0	13
2019.11.14	14:00:00	1467.60	1469.47	1466.74	1468.16	4165	0	8
2019.11.14	15:00:00	1468.16	1470.38	1466.97	1468.16	6807	0	9
2019.11.14	16:00:00	1468.16	1469.70	1467.13	1467.64	7510	0	8
2019.11.14	17:00:00	1467.66	1469.94	1464.62	1469.43	7055	0	9
2019.11.14	18:00:00	1469.47	1474.19	1469.27	1473.36	5717	0	8
2019.11.14	19:00:00	1473.36	1473.66	1470.79	1472.29	3032	0	11
2019.11.14	20:00:00	1472.31	1474.59	1471.29	1473.81	2998	0	12
2019.11.14	21:00:00	1473.81	1474.02	1470.61	1471.41	3254	0	11
2019.11.14	22:00:00	1471.35	1471.59	1469.69	1470.69	1971	0	12
2019.11.14	23:00:00	1470.69	1471.33	1470.30	1470.75	591	0	14
2019.11.15	01:00:00	1470.39	1471.26	1468.69	1469.09	836	0	17
2019.11.15	02:00:00	1469.09	1469.73	1466.77	1467.00	1694	0	9
2019.11.15	03:00:00	1466.99	1468.85	1466.99	1467.77	2418	0	10
2019.11.15	04:00:00	1467.75	1468.31	1466.98	1467.17	1350	0	10
2019.11.15	05:00:00	1467.07	1467.37	1465.49	1466.15	1495	0	12
2019.11.15	06:00:00	1466.17	1466.70	1465.59	1466.51	792	0	14
2019.11.15	07:00:00	1466.51	1466.81	1463.28	1463.95	1985	0	11
2019.11.15	08:00:00	1463.95	1464.83	1463.13	1464.53	2158	0	12
2019.11.15	09:00:00	1464.53	1464.83	1463.53	1464.32	1796	0	10
2019.11.15	10:00:00	1464.35	1466.94	1463.47	1466.40	4357	0	7
2019.11.15	11:00:00	1466.40	1466.45	1462.41	1463.41	3986	0	9
2019.11.15	12:00:00	1463.41	1465.76	1463.31	1465.40	2332	0	11
2019.11.15	13:00:00	1465.40	1466.63	1465.35	1466.43	3553	0	9
2019.11.15	14:00:00	1466.43	1467.63	1463.57	1464.77	3740	0	7
2019.11.15	15:00:00	1464.77	1468.45	1464.38	1467.85	5517	0	10
2019.11.15	16:00:00	1467.86	1468.17	1464.65	1465.96	7129	0	10
2019.11.15	17:00:00	1465.95	1469.18	1465.66	1468.53	4798	0	11
2019.11.15	18:00:00	1468.59	1468.59	1464.76	1466.01	4920	0	13
2019.11.15	19:00:00	1466.01	1467.72	1465.67	1467.67	2527	0	11
2019.11.15	20:00:00	1467.67	1468.33	1467.57	1468.08	1771	0	11
2019.11.15	21:00:00	1468.08	1468.09	1465.89	1466.29	1719	0	7
2019.11.15	22:00:00	1466.29	1467.48	1466.11	1466.77	1379	0	13
2019.11.15	23:00:00	1466.86	1467.36	1466.46	1467.26	477	0	15
2019.11.18	01:00:00	1466.57	1469.62	1466.17	1469.01	847	0	8
2019.11.18	02:00:00	1469.05	1469.44	1467.44	1467.50	1250	0	11
2019.11.18	03:00:00	1467.51	1467.89	1465.39	1465.50	2121	0	11
2019.11.18	04:00:00	1465.50	1466.60	1464.99	1465.93	1422	0	11
2019.11.18	05:00:00	1465.91	1466.11	1464.85	1465.91	1155	0	14
2019.11.18	06:00:00	1465.91	1466.41	1465.51	1466.25	811	0	15
2019.11.18	07:00:00	1466.25	1466.41	1464.82	1465.12	1307	0	14
2019.11.18	08:00:00	1465.10	1465.26	1464.12	1464.87	2029	0	9
2019.11.18	09:00:00	1464.96	1465.86	1461.79	1463.54	4121	0	7
2019.11.18	10:00:00	1463.53	1463.62	1458.67	1459.97	6131	0	12
2019.11.18	11:00:00	1459.97	1460.44	1458.18	1458.44	2828	0	7
2019.11.18	12:00:00	1458.44	1459.21	1457.36	1457.97	2739	0	14
2019.11.18	13:00:00	1458.00	1459.59	1457.74	1459.21	2138	0	14
2019.11.18	14:00:00	1459.28	1459.88	1456.32	1457.00	2643	0	9
2019.11.18	15:00:00	1457.00	1466.33	1456.64	1464.50	7003	0	7
2019.11.18	16:00:00	1464.46	1472.20	1464.44	1469.22	6722	0	9
2019.11.18	17:00:00	1469.18	1472.11	1467.78	1471.78	5882	0	11
2019.11.18	18:00:00	1471.77	1473.93	1470.49	1470.97	5362	0	9
2019.11.18	19:00:00	1470.97	1473.27	1470.66	1471.95	3078	0	9
2019.11.18	20:00:00	1471.95	1472.41	1470.77	1471.96	2304	0	12
2019.11.18	21:00:00	1471.96	1472.36	1471.06	1471.46	1617	0	12
2019.11.18	22:00:00	1471.43	1472.09	1470.78	1471.71	1516	0	8
2019.11.18	23:00:00	1471.58	1471.58	1470.61	1470.89	531	0	15
2019.11.19	01:00:00	1470.48	1471.76	1469.84	1471.76	690	0	10
2019.11.19	02:00:00	1471.76	1475.27	1471.46	1472.86	1585	0	11
2019.11.19	03:00:00	1472.86	1473.57	1469.79	1469.83	2468	0	10
2019.11.19	04:00:00	1469.83	1470.73	1469.08	1470.49	2856	0	10
2019.11.19	05:00:00	1470.49	1470.75	1469.65	1470.37	1628	0	12
2019.11.19	06:00:00	1470.37	1470.53	1469.97	1470.33	651	0	15
2019.11.19	07:00:00	1470.32	1472.80	1469.32	1472.10	2424	0	9
2019.11.19	08:00:00	1472.10	1473.20	1471.60	1471.81	2607	0	11
2019.11.19	09:00:00	1471.81	1472.37	1468.93	1469.45	3025	0	10
2019.11.19	10:00:00	1469.42	1471.16	1467.41	1468.00	5510	0	8
2019.11.19	11:00:00	1468.00	1468.77	1465.89	1465.91	4542	0	12
2019.11.19	12:00:00	1465.91	1466.63	1464.76	1465.37	3375	0	13
2019.11.19	13:00:00	1465.37	1468.05	1465.24	1467.51	3563	0	10
2019.11.19	14:00:00	1467.51	1468.51	1466.79	1467.78	2286	0	10
2019.11.19	15:00:00	1467.79	1470.10	1466.79	1468.77	4975	0	8
2019.11.19	16:00:00	1468.77	1470.45	1465.79	1469.27	6700	0	9
2019.11.19	17:00:00	1469.27	1473.26	1468.94	1473.21	6548	0	10
2019.11.19	18:00:00	1473.21	1474.01	1469.17	1471.30	4955	0	8
2019.11.19	19:00:00	1471.30	1474.99	1471.30	1474.49	3367	0	9
2019.11.19	20:00:00	1474.49	1475.16	1473.19	1474.60	2865	0	13
2019.11.19	21:00:00	1474.61	1474.70	1472.44	1473.11	1868	0	14
2019.11.19	22:00:00	1473.11	1473.71	1471.53	1472.44	1890	0	13
2019.11.19	23:00:00	1472.41	1472.58	1472.11	1472.32	480	0	12
2019.11.20	01:00:00	1471.58	1475.19	1471.58	1474.55	1392	0	14
2019.11.20	02:00:00	1474.55	1474.55	1471.97	1472.92	1760	0	14
2019.11.20	03:00:00	1472.91	1475.23	1472.11	1473.60	3771	0	10
2019.11.20	04:00:00	1473.60	1474.20	1472.83	1474.09	1874	0	12
2019.11.20	05:00:00	1474.09	1474.49	1473.38	1474.45	1223	0	10
2019.11.20	06:00:00	1474.45	1474.65	1473.73	1473.75	593	0	13
2019.11.20	07:00:00	1473.75	1476.23	1473.70	1475.30	1668	0	11
2019.11.20	08:00:00	1475.29	1475.70	1474.19	1474.98	1679	0	10
2019.11.20	09:00:00	1474.99	1477.92	1472.70	1477.75	3524	0	7
2019.11.20	10:00:00	1477.72	1478.79	1477.12	1477.82	4861	0	9
2019.11.20	11:00:00	1477.81	1478.32	1474.71	1476.34	3890	0	13
2019.11.20	12:00:00	1476.34	1476.89	1475.17	1475.86	2832	0	10
2019.11.20	13:00:00	1475.88	1477.05	1473.86	1474.09	3053	0	8
2019.11.20	14:00:00	1474.11	1474.60	1472.27	1473.43	4221	0	7
2019.11.20	15:00:00	1473.37	1474.23	1470.29	1471.87	5334	0	10
2019.11.20	16:00:00	1471.89	1473.10	1469.33	1472.56	6354	0	9
2019.11.20	17:00:00	1472.65	1472.76	1465.92	1469.31	6377	0	7
2019.11.20	18:00:00	1469.35	1469.59	1466.85	1468.15	4746	0	10
2019.11.20	19:00:00	1468.10	1473.18	1465.99	1471.36	3733	0	7
2019.11.20	20:00:00	1471.35	1475.45	1469.49	1470.33	6561	0	7
2019.11.20	21:00:00	1470.20	1472.45	1469.77	1471.27	6033	0	7
2019.11.20	22:00:00	1471.26	1473.49	1470.78	1472.90	3878	0	14
2019.11.20	23:00:00	1472.87	1473.15	1470.83	1471.18	870	0	16
2019.11.21	01:00:00	1474.53	1475.32	1473.39	1474.40	1542	0	9
2019.11.21	02:00:00	1474.41	1475.33	1473.69	1474.93	1985	0	8
2019.11.21	03:00:00	1474.93	1475.59	1473.47	1475.01	3574	0	10
2019.11.21	04:00:00	1475.05	1475.63	1470.87	1472.41	5656	0	7
2019.11.21	05:00:00	1472.41	1472.71	1471.10	1471.50	2461	0	11
2019.11.21	06:00:00	1471.50	1471.68	1470.36	1470.97	1620	0	7
2019.11.21	07:00:00	1470.97	1471.64	1469.48	1470.34	2916	0	12
2019.11.21	08:00:00	1470.33	1471.20	1469.37	1470.52	2753	0	11
2019.11.21	09:00:00	1470.49	1472.32	1468.81	1471.14	4577	0	9
2019.11.21	10:00:00	1471.14	1474.44	1470.29	1473.30	4753	0	12
2019.11.21	11:00:00	1473.28	1473.28	1470.12	1470.62	3106	0	11
2019.11.21	12:00:00	1470.62	1470.73	1467.54	1468.27	4724	0	11
2019.11.21	13:00:00	1468.27	1469.44	1468.02	1469.41	2217	0	10
2019.11.21	14:00:00	1469.50	1470.88	1469.38	1470.42	2447	0	13
2019.11.21	15:00:00	1470.48	1471.43	1465.67	1469.89	6953	0	7
2019.11.21	16:00:00	1469.94	1470.70	1467.25	1467.67	6995	0	12
2019.11.21	17:00:00	1467.71	1469.98	1463.02	1469.02	9131	0	10
2019.11.21	18:00:00	1469.05	1469.53	1466.53	1469.33	5749	0	9
2019.11.21	19:00:00	1469.33	1469.38	1464.97	1465.28	2961	0	8
2019.11.21	20:00:00	1465.29	1465.66	1462.32	1464.65	3343	0	10
2019.11.21	21:00:00	1464.65	1465.85	1463.39	1464.59	3043	0	12
2019.11.21	22:00:00	1464.59	1465.19	1464.05	1464.96	1767	0	15
2019.11.21	23:00:00	1464.85	1465.35	1464.18	1464.28	575	0	15
2019.11.22	01:00:00	1463.38	1465.10	1463.38	1465.04	810	0	14
2019.11.22	02:00:00	1465.05	1465.61	1463.42	1464.57	1731	0	10
2019.11.22	03:00:00	1464.57	1465.23	1463.53	1463.67	2096	0	13
2019.11.22	04:00:00	1463.68	1464.75	1463.53	1464.65	1199	0	13
2019.11.22	05:00:00	1464.64	1464.98	1464.30	1464.90	1109	0	12
2019.11.22	06:00:00	1464.90	1465.26	1464.63	1465.03	728	0	12
2019.11.22	07:00:00	1465.03	1466.61	1464.73	1465.85	1895	0	7
2019.11.22	08:00:00	1465.84	1467.60	1465.55	1467.36	2040	0	13
2019.11.22	09:00:00	1467.36	1468.65	1466.74	1467.08	3202	0	10
2019.11.22	10:00:00	1467.12	1468.05	1464.58	1466.95	6180	0	9
2019.11.22	11:00:00	1466.96	1471.85	1466.93	1471.26	4810	0	7
2019.11.22	12:00:00	1471.21	1473.22	1470.12	1470.72	2193	0	11
2019.11.22	13:00:00	1470.72	1472.62	1470.34	1471.32	2237	0	11
2019.11.22	14:00:00	1471.32	1471.57	1469.77	1469.87	1921	0	11
2019.11.22	15:00:00	1469.86	1471.22	1468.18	1468.65	6348	0	12
2019.11.22	16:00:00	1468.71	1469.68	1465.21	1465.61	6868	0	11
2019.11.22	17:00:00	1465.45	1467.21	1461.29	1464.62	8556	0	7
2019.11.22	18:00:00	1464.61	1467.75	1463.03	1463.57	5022	0	10
2019.11.22	19:00:00	1463.57	1463.84	1462.19	1462.55	3130	0	11
2019.11.22	20:00:00	1462.64	1463.82	1462.34	1463.07	2878	0	11
2019.11.22	21:00:00	1463.06	1463.73	1462.35	1462.91	2374	0	14
2019.11.22	22:00:00	1462.87	1463.11	1462.04	1462.11	1591	0	11
2019.11.22	23:00:00	1462.14	1462.62	1461.59	1461.76	701	0	14
2019.11.25	01:00:00	1460.47	1461.09	1459.43	1460.40	1295	0	7
2019.11.25	02:00:00	1460.40	1461.21	1460.40	1460.90	1415	0	12
2019.11.25	03:00:00	1460.90	1461.83	1459.63	1461.15	2975	0	13
2019.11.25	04:00:00	1461.15	1462.12	1460.57	1461.34	1954	0	11
2019.11.25	05:00:00	1461.34	1461.56	1460.75	1461.46	1109	0	12
2019.11.25	06:00:00	1461.46	1461.76	1460.96	1461.67	641	0	12
2019.11.25	07:00:00	1461.66	1461.75	1458.33	1458.42	1774	0	12
2019.11.25	08:00:00	1458.41	1458.79	1457.68	1458.60	3045	0	9
2019.11.25	09:00:00	1458.60	1459.58	1458.00	1459.22	2040	0	9
2019.11.25	10:00:00	1459.22	1459.28	1456.43	1457.97	4728	0	7
2019.11.25	11:00:00	1457.97	1459.65	1457.86	1459.32	2685	0	11
2019.11.25	12:00:00	1459.32	1459.84	1458.18	1458.59	1575	0	11
2019.11.25	13:00:00	1458.59	1458.65	1456.93	1457.10	1912	0	12
2019.11.25	14:00:00	1457.13	1458.04	1456.62	1458.00	2986	0	11
2019.11.25	15:00:00	1458.00	1459.01	1454.04	1455.98	6628	0	7
2019.11.25	16:00:00	1456.03	1460.74	1455.67	1459.40	5296	0	11
2019.11.25	17:00:00	1459.38	1460.42	1457.34	1457.71	4231	0	11
2019.11.25	18:00:00	1457.71	1457.97	1456.41	1457.53	3564	0	11
2019.11.25	19:00:00	1457.51	1458.52	1455.03	1456.31	2651	0	9
2019.11.25	20:00:00	1456.31	1457.83	1455.21	1456.11	2583	0	11
2019.11.25	21:00:00	1456.11	1456.44	1454.69	1455.01	1596	0	12
2019.11.25	22:00:00	1455.02	1455.21	1454.30	1454.90	1451	0	7
2019.11.25	23:00:00	1454.90	1455.00	1454.51	1454.74	553	0	14
2019.11.26	01:00:00	1454.41	1455.43	1453.57	1453.83	1059	0	13
2019.11.26	02:00:00	1453.84	1454.19	1452.94	1453.57	1257	0	13
2019.11.26	03:00:00	1453.57	1454.11	1451.58	1453.62	2814	0	9
2019.11.26	04:00:00	1453.61	1454.69	1453.31	1454.43	1889	0	13
2019.11.26	05:00:00	1454.43	1454.81	1453.60	1454.51	1347	0	14
2019.11.26	06:00:00	1454.51	1455.53	1454.33	1455.19	859	0	13
2019.11.26	07:00:00	1455.17	1456.31	1453.88	1455.74	1368	0	14
2019.11.26	08:00:00	1455.73	1457.15	1455.34	1457.14	1545	0	10
2019.11.26	09:00:00	1457.13	1457.21	1455.00	1455.55	1512	0	13
2019.11.26	10:00:00	1455.54	1457.88	1454.89	1457.36	3420	0	9
2019.11.26	11:00:00	1457.34	1459.11	1456.92	1457.41	2968	0	10
2019.11.26	12:00:00	1457.42	1458.45	1457.23	1458.19	2294	0	12
2019.11.26	13:00:00	1458.26	1458.91	1457.55	1457.91	2427	0	10
2019.11.26	14:00:00	1458.00	1458.00	1455.97	1456.51	2338	0	11
2019.11.26	15:00:00	1456.51	1456.90	1453.66	1455.46	4721	0	7
2019.11.26	16:00:00	1455.46	1456.54	1450.06	1454.99	6419	0	9
